# Thu Nov 15 11:34:36 2012
# HST/COS EUV+FUV AGN composite spectrum.
# Figure 5 from Shull, Stevans, and Danforth 2012.
 
# wave         flux        spline
# [Angstroms]  [Relative]  [Relative]
1282.55      0.6893      0.6900
1282.65      0.6898      0.6897
1282.75      0.6885      0.6895
1282.85      0.6805      0.6892
1282.95      0.6968      0.6890
1283.05      0.6924      0.6888
1283.15      0.6892      0.6885
1283.25      0.6896      0.6883
1283.35      0.6869      0.6881
1283.45      0.6980      0.6880
1283.55      0.7110      0.6878
1283.65      0.6930      0.6876
1283.75      0.6789      0.6875
1283.85      0.6649      0.6874
1283.95      0.6803      0.6872
1284.05      0.6596      0.6871
1284.15      0.6885      0.6870
1284.25      0.6843      0.6869
1284.35      0.6863      0.6868
1284.45      0.6761      0.6867
1284.55      0.6798      0.6866
1284.65      0.6793      0.6865
1284.75      0.6764      0.6865
1284.85      0.6776      0.6864
1284.95      0.6676      0.6863
1285.05      0.6958      0.6863
1285.15      0.6833      0.6862
1285.25      0.6915      0.6861
1285.35      0.6860      0.6861
1285.45      0.6975      0.6860
1285.55      0.6811      0.6860
1285.65      0.6755      0.6859
1285.75      0.6983      0.6859
1285.85      0.6785      0.6858
1285.95      0.6794      0.6858
1286.05      0.6896      0.6857
1286.15      0.6774      0.6857
1286.25      0.6708      0.6856
1286.35      0.6887      0.6856
1286.45      0.6923      0.6855
1286.55      0.6860      0.6855
1286.65      0.6932      0.6855
1286.75      0.6780      0.6854
1286.85      0.6775      0.6854
1286.95      0.6935      0.6854
1287.05      0.6898      0.6853
1287.15      0.6872      0.6853
1287.25      0.6683      0.6853
1287.35      0.6828      0.6853
1287.45      0.6923      0.6853
1287.55      0.6840      0.6853
1287.65      0.7014      0.6853
1287.75      0.6864      0.6853
1287.85      0.6681      0.6853
1287.95      0.6823      0.6854
1288.05      0.6635      0.6854
1288.15      0.6891      0.6855
1288.25      0.6800      0.6855
1288.35      0.6789      0.6856
1288.45      0.6609      0.6857
1288.55      0.6612      0.6858
1288.65      0.6898      0.6859
1288.75      0.6706      0.6860
1288.85      0.6748      0.6862
1288.95      0.6803      0.6863
1289.05      0.6924      0.6864
1289.15      0.6929      0.6866
1289.25      0.6968      0.6868
1289.35      0.6867      0.6870
1289.45      0.6773      0.6872
1289.55      0.6854      0.6874
1289.65      0.6888      0.6876
1289.75      0.6845      0.6878
1289.85      0.6769      0.6880
1289.95      0.6868      0.6882
1290.05      0.6835      0.6885
1290.15      0.6762      0.6887
1290.25      0.6944      0.6889
1290.35      0.6662      0.6892
1290.45      0.6744      0.6894
1290.55      0.6915      0.6897
1290.65      0.6887      0.6899
1290.75      0.6972      0.6902
1290.85      0.6840      0.6904
1290.95      0.6984      0.6907
1291.05      0.6802      0.6909
1291.15      0.6899      0.6912
1291.25      0.6880      0.6914
1291.35      0.7029      0.6917
1291.45      0.6894      0.6920
1291.55      0.6905      0.6922
1291.65      0.6924      0.6925
1291.75      0.7031      0.6927
1291.85      0.7019      0.6930
1291.95      0.6861      0.6932
1292.05      0.6994      0.6935
1292.15      0.6788      0.6937
1292.25      0.6960      0.6940
1292.35      0.6899      0.6942
1292.45      0.6929      0.6945
1292.55      0.6963      0.6947
1292.65      0.6949      0.6950
1292.75      0.6952      0.6953
1292.85      0.7030      0.6956
1292.95      0.6368      0.6959
1293.05      0.6082      0.6962
1293.15      0.5858      0.6965
1293.25      0.6837      0.6968
1293.35      0.6104      0.6971
1293.45      0.5968      0.6975
1293.55      0.6028      0.6978
1293.65      0.6034      0.6982
1293.75      0.6130      0.6985
1293.85      0.6448      0.6989
1293.95      0.6827      0.6993
1294.05      0.6890      0.6998
1294.15      0.7000      0.7002
1294.25      0.7042      0.7007
1294.35      0.7082      0.7011
1294.45      0.6927      0.7016
1294.55      0.6843      0.7022
1294.65      0.6527      0.7027
1294.75      0.6546      0.7033
1294.85      0.6753      0.7038
1294.95      0.6783      0.7045
1295.05      0.6825      0.7051
1295.15      0.6602      0.7057
1295.25      0.6503      0.7064
1295.35      0.6193      0.7071
1295.45      0.6041      0.7078
1295.55      0.7029      0.7085
1295.65      0.7026      0.7093
1295.75      0.6055      0.7100
1295.85      0.7146      0.7108
1295.95      0.7059      0.7116
1296.05      0.5987      0.7125
1296.15      0.6416      0.7133
1296.25      0.6793      0.7142
1296.35      0.7082      0.7151
1296.45      0.7175      0.7159
1296.55      0.7196      0.7169
1296.65      0.7304      0.7178
1296.75      0.7244      0.7187
1296.85      0.7174      0.7197
1296.95      0.7021      0.7206
1297.05      0.6850      0.7216
1297.15      0.6638      0.7226
1297.25      0.6979      0.7236
1297.35      0.7230      0.7246
1297.45      0.7128      0.7256
1297.55      0.7206      0.7266
1297.65      0.7209      0.7276
1297.75      0.7224      0.7287
1297.85      0.7196      0.7297
1297.95      0.7150      0.7307
1298.05      0.7211      0.7318
1298.15      0.7342      0.7329
1298.25      0.7219      0.7339
1298.35      0.7410      0.7350
1298.45      0.7345      0.7361
1298.55      0.7184      0.7372
1298.65      0.7332      0.7384
1298.75      0.7442      0.7395
1298.85      0.7347      0.7407
1298.95      0.7247      0.7419
1299.05      0.7338      0.7430
1299.15      0.7128      0.7443
1299.25      0.7285      0.7455
1299.35      0.7327      0.7467
1299.45      0.7206      0.7480
1299.55      0.7281      0.7493
1299.65      0.7306      0.7506
1299.75      0.7459      0.7519
1299.85      0.7433      0.7532
1299.95      0.7375      0.7546
1300.05      0.7377      0.7560
1300.15      0.7411      0.7574
1300.25      0.7671      0.7589
1300.35      0.7481      0.7603
1300.45      0.6925      0.7618
1300.55      0.6626      0.7633
1300.65      0.6530      0.7649
1300.75      0.6637      0.7664
1300.85      0.6586      0.7680
1300.95      0.6597      0.7697
1301.05      0.6644      0.7713
1301.15      0.6854      0.7730
1301.25      0.7682      0.7746
1301.35      0.7781      0.7763
1301.45      0.7896      0.7780
1301.55      0.7813      0.7797
1301.65      0.7925      0.7814
1301.75      0.8009      0.7831
1301.85      0.7760      0.7847
1301.95      0.7748      0.7864
1302.05      0.7278      0.7881
1302.15      0.7411      0.7897
1302.25      0.7921      0.7913
1302.35      0.7982      0.7928
1302.45      0.8030      0.7944
1302.55      0.7972      0.7959
1302.65      0.8025      0.7974
1302.75      0.7804      0.7988
1302.85      0.7884      0.8002
1302.95      0.8044      0.8015
1303.05      0.8008      0.8028
1303.15      0.8177      0.8040
1303.25      0.8197      0.8051
1303.35      0.8122      0.8062
1303.45      0.8233      0.8073
1303.55      0.8259      0.8082
1303.65      0.8067      0.8091
1303.75      0.8225      0.8099
1303.85      0.8160      0.8106
1303.95      0.8024      0.8112
1304.05      0.8174      0.8117
1304.15      0.8253      0.8122
1304.25      0.8118      0.8126
1304.35      0.8262      0.8129
1304.45      0.8132      0.8131
1304.55      0.8284      0.8133
1304.65      0.8123      0.8133
1304.75      0.8319      0.8133
1304.85      0.8342      0.8133
1304.95      0.8162      0.8132
1305.05      0.8261      0.8130
1305.15      0.8442      0.8127
1305.25      0.8256      0.8124
1305.35      0.8423      0.8120
1305.45      0.8410      0.8115
1305.55      0.8239      0.8110
1305.65      0.8432      0.8104
1305.75      0.8124      0.8097
1305.85      0.8140      0.8090
1305.95      0.8025      0.8082
1306.05      0.8097      0.8073
1306.15      0.8262      0.8064
1306.25      0.7961      0.8054
1306.35      0.8140      0.8044
1306.45      0.8097      0.8033
1306.55      0.8116      0.8022
1306.65      0.8044      0.8010
1306.75      0.7839      0.7997
1306.85      0.7961      0.7984
1306.95      0.7855      0.7970
1307.05      0.7841      0.7957
1307.15      0.7933      0.7942
1307.25      0.7837      0.7927
1307.35      0.7821      0.7912
1307.45      0.7767      0.7896
1307.55      0.7871      0.7880
1307.65      0.7933      0.7864
1307.75      0.7821      0.7847
1307.85      0.7813      0.7830
1307.95      0.7819      0.7813
1308.05      0.7827      0.7795
1308.15      0.7675      0.7778
1308.25      0.7884      0.7759
1308.35      0.7681      0.7741
1308.45      0.7771      0.7722
1308.55      0.7827      0.7704
1308.65      0.7571      0.7685
1308.75      0.7641      0.7665
1308.85      0.7626      0.7646
1308.95      0.7578      0.7627
1309.05      0.7660      0.7607
1309.15      0.7642      0.7588
1309.25      0.7520      0.7568
1309.35      0.7477      0.7548
1309.45      0.7472      0.7528
1309.55      0.7688      0.7509
1309.65      0.7626      0.7489
1309.75      0.7451      0.7469
1309.85      0.7124      0.7450
1309.95      0.7241      0.7430
1310.05      0.7477      0.7411
1310.15      0.7313      0.7391
1310.25      0.7580      0.7372
1310.35      0.7415      0.7353
1310.45      0.7279      0.7334
1310.55      0.7251      0.7315
1310.65      0.7225      0.7297
1310.75      0.7186      0.7278
1310.85      0.7085      0.7260
1310.95      0.7019      0.7242
1311.05      0.6663      0.7224
1311.15      0.6548      0.7207
1311.25      0.6425      0.7190
1311.35      0.6916      0.7173
1311.45      0.7011      0.7156
1311.55      0.7148      0.7140
1311.65      0.7133      0.7124
1311.75      0.7154      0.7108
1311.85      0.7091      0.7093
1311.95      0.7162      0.7078
1312.05      0.7050      0.7063
1312.15      0.7072      0.7049
1312.25      0.7086      0.7035
1312.35      0.7114      0.7021
1312.45      0.7059      0.7007
1312.55      0.7130      0.6994
1312.65      0.7242      0.6981
1312.75      0.7096      0.6969
1312.85      0.6822      0.6957
1312.95      0.6830      0.6945
1313.05      0.6872      0.6933
1313.15      0.7084      0.6922
1313.25      0.6914      0.6911
1313.35      0.6786      0.6900
1313.45      0.6840      0.6890
1313.55      0.6909      0.6880
1313.65      0.6722      0.6870
1313.75      0.6993      0.6860
1313.85      0.6867      0.6851
1313.95      0.6872      0.6842
1314.05      0.6773      0.6833
1314.15      0.6776      0.6825
1314.25      0.6865      0.6816
1314.35      0.6864      0.6808
1314.45      0.6714      0.6801
1314.55      0.6740      0.6793
1314.65      0.6710      0.6785
1314.75      0.6810      0.6778
1314.85      0.6855      0.6771
1314.95      0.6840      0.6764
1315.05      0.6777      0.6757
1315.15      0.6716      0.6751
1315.25      0.6649      0.6744
1315.35      0.6770      0.6738
1315.45      0.6748      0.6732
1315.55      0.6667      0.6726
1315.65      0.6599      0.6720
1315.75      0.6622      0.6714
1315.85      0.6649      0.6709
1315.95      0.6617      0.6703
1316.05      0.6756      0.6698
1316.15      0.6529      0.6692
1316.25      0.6483      0.6687
1316.35      0.6580      0.6682
1316.45      0.6614      0.6677
1316.55      0.6558      0.6672
1316.65      0.6454      0.6668
1316.75      0.6413      0.6663
1316.85      0.6459      0.6659
1316.95      0.6502      0.6654
1317.05      0.6334      0.6650
1317.15      0.6187      0.6646
1317.25      0.6399      0.6642
1317.35      0.6498      0.6638
1317.45      0.6599      0.6635
1317.55      0.6457      0.6631
1317.65      0.6491      0.6628
1317.75      0.6534      0.6625
1317.85      0.6549      0.6622
1317.95      0.6548      0.6619
1318.05      0.6542      0.6616
1318.15      0.6599      0.6613
1318.25      0.6535      0.6611
1318.35      0.6445      0.6609
1318.45      0.6365      0.6607
1318.55      0.6631      0.6605
1318.65      0.6645      0.6604
1318.75      0.6604      0.6602
1318.85      0.6589      0.6601
1318.95      0.6477      0.6600
1319.05      0.6549      0.6599
1319.15      0.6583      0.6598
1319.25      0.6758      0.6597
1319.35      0.6530      0.6597
1319.45      0.6444      0.6596
1319.55      0.6284      0.6596
1319.65      0.6111      0.6595
1319.75      0.6127      0.6595
1319.85      0.6270      0.6595
1319.95      0.6422      0.6595
1320.05      0.6579      0.6595
1320.15      0.6511      0.6595
1320.25      0.6567      0.6595
1320.35      0.6621      0.6595
1320.45      0.6542      0.6595
1320.55      0.6547      0.6595
1320.65      0.6626      0.6596
1320.75      0.6732      0.6596
1320.85      0.6568      0.6596
1320.95      0.6544      0.6596
1321.05      0.6613      0.6596
1321.15      0.6687      0.6596
1321.25      0.6649      0.6597
1321.35      0.6675      0.6597
1321.45      0.6579      0.6597
1321.55      0.6482      0.6597
1321.65      0.6494      0.6597
1321.75      0.6488      0.6597
1321.85      0.6558      0.6596
1321.95      0.5946      0.6596
1322.05      0.6655      0.6596
1322.15      0.5711      0.6596
1322.25      0.5782      0.6595
1322.35      0.6084      0.6595
1322.45      0.6290      0.6595
1322.55      0.6350      0.6594
1322.65      0.6383      0.6594
1322.75      0.6564      0.6593
1322.85      0.6609      0.6593
1322.95      0.6515      0.6593
1323.05      0.6567      0.6592
1323.15      0.6590      0.6592
1323.25      0.6430      0.6591
1323.35      0.6703      0.6591
1323.45      0.6530      0.6590
1323.55      0.6715      0.6590
1323.65      0.6612      0.6590
1323.75      0.6705      0.6589
1323.85      0.6666      0.6589
1323.95      0.6760      0.6589
1324.05      0.6644      0.6588
1324.15      0.6615      0.6588
1324.25      0.6714      0.6588
1324.35      0.6519      0.6588
1324.45      0.6446      0.6588
1324.55      0.6460      0.6588
1324.65      0.6424      0.6589
1324.75      0.6558      0.6589
1324.85      0.6442      0.6590
1324.95      0.6601      0.6590
1325.05      0.6528      0.6591
1325.15      0.6635      0.6592
1325.25      0.6556      0.6593
1325.35      0.6588      0.6594
1325.45      0.6497      0.6595
1325.55      0.6472      0.6596
1325.65      0.6515      0.6598
1325.75      0.6516      0.6599
1325.85      0.6488      0.6601
1325.95      0.6511      0.6603
1326.05      0.6574      0.6605
1326.15      0.6497      0.6607
1326.25      0.6697      0.6609
1326.35      0.6601      0.6612
1326.45      0.6619      0.6614
1326.55      0.6580      0.6617
1326.65      0.6622      0.6620
1326.75      0.6586      0.6623
1326.85      0.6721      0.6626
1326.95      0.6626      0.6630
1327.05      0.6516      0.6634
1327.15      0.6433      0.6637
1327.25      0.6580      0.6641
1327.35      0.6611      0.6645
1327.45      0.6528      0.6650
1327.55      0.6540      0.6654
1327.65      0.6610      0.6659
1327.75      0.6670      0.6664
1327.85      0.6710      0.6669
1327.95      0.6527      0.6674
1328.05      0.6558      0.6679
1328.15      0.6550      0.6684
1328.25      0.6555      0.6690
1328.35      0.6642      0.6696
1328.45      0.6726      0.6702
1328.55      0.6670      0.6708
1328.65      0.6623      0.6714
1328.75      0.6802      0.6721
1328.85      0.6673      0.6728
1328.95      0.6631      0.6734
1329.05      0.6814      0.6741
1329.15      0.6760      0.6748
1329.25      0.6700      0.6756
1329.35      0.6663      0.6763
1329.45      0.6708      0.6771
1329.55      0.6774      0.6778
1329.65      0.6687      0.6786
1329.75      0.6503      0.6794
1329.85      0.6798      0.6802
1329.95      0.6705      0.6810
1330.05      0.6789      0.6818
1330.15      0.6684      0.6826
1330.25      0.6646      0.6835
1330.35      0.6582      0.6843
1330.45      0.6699      0.6851
1330.55      0.6571      0.6860
